Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,Longitude,Latitude
2018,PR,Puerto Rico,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.398146016553765,5.4638318050256105,11.618041950855211,Disability Type,Cognitive Disability,Sex,Female,POINT (-73.768000367460 60.576061190803),-73.76800036746,60.576061190803
2018,DC,District of Columbia,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.569746513022741,4.740015341019022,12.738261110934175,Disability Type,Vision Disability,Sex,Female,POINT (-91.677821952685 46.889538821421),-91.677821952685,46.889538821421
2018,NE,Nebraska,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.2108436531709366,6.481577129276431,11.237830508023919,Disability Status,No Disability,Age Group,45-64,POINT (-82.616717955900 48.150883285414),-82.6167179559,48.150883285414
2018,RI,Rhode Island,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.226135741376875,6.9083584605218835,13.337937357200941,Disability Status,Any Disability,Age Group,36-50,POINT (-84.673467123971 47.157213970638),-84.673467123971,47.157213970638
2018,WA,Washington,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,1.9740810260220096,6.586171654854675,12.64336582380289,Disability Type,Independent Living Disability,Sex,Male,POINT (-69.920930162435 49.577066738647),-69.920930162435,49.577066738647
2018,AR,Arkansas,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.460144413937834,5.093750200806762,11.990177759051875,Disability Status,No Disability,Age Group,21-35,POINT (-90.378878133256 55.163711567660),-90.378878133256,55.16371156766
2018,MA,Massachusetts,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,1.5686159179138452,5.384495062789089,12.169642036414086,Disability Type,Vision Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-86.338638212246 40.188997843782),-86.338638212246,40.188997843782
2018,NC,North Carolina,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.350277936359301,4.219507705176107,11.665972679060188,Disability Status,Any Disability,Age Group,36-50,POINT (-75.171716623910 56.561221691468),-75.17171662391,56.561221691468
2018,FL,Florida,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.030694535145645,5.176149732573829,12.92163423578979,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-90.224942281119 49.039552476404),-90.224942281119,49.039552476404
2018,AK,Alaska,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.8155121050473024,4.48863636973214,9.897821530909502,Disability Type,Cognitive Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-90.375736445616 53.704179308831),-90.375736445616,53.704179308831
2018,NC,North Carolina,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,4.49150252115398,6.607430999826417,12.757796785824553,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-82.355590421844 52.957401363398),-82.355590421844,52.957401363398
2018,DC,District of Columbia,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.37197629882038,7.979681302387741,12.923212193566098,Disability Status,No Disability,Age Group,25-44,POINT (-80.861275923812 41.232371148532),-80.861275923812,41.232371148532
2018,NM,New Mexico,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.1484533605716547,4.700480365792417,10.124629101179664,Disability Status,Any Disability,Age Group,18-24,POINT (-76.457745858862 54.235915379740),-76.457745858862,54.23591537974
2018,HHS8,HHS Region 8,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.046553898385752,5.659482215759621,11.60341495297969,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-90.438976170495 40.063606943176),-90.438976170495,40.063606943176
2018,DC,District of Columbia,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.1654750481410856,5.365976015021851,10.580581567773825,Disability Status,No Disability,Sex,Female,POINT (-81.686776470546 61.738554044547),-81.686776470546,61.738554044547
2018,HHS6,HHS Region 6,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.8649313978942956,7.321849713788356,14.019259238838178,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-80.049629935070 61.526554743956),-80.04962993507,61.526554743956
2018,HHS3,HHS Region 3,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.3608540011180215,6.988413181999592,12.851045347347512,Disability Type,Hearing Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-92.890888691484 63.006613850702),-92.890888691484,63.006613850702
2018,SC,South Carolina,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.069026754237811,5.030437921392435,11.179311140624536,Disability Type,Hearing Disability,Race/Ethnicity,Hispanic,POINT (-74.663521878836 45.941894830678),-74.663521878836,45.941894830678
2018,MT,Montana,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,3.983413001514819,6.07993319509559,11.523390514817992,Disability Status,No Disability,Age Group,25-44,POINT (-75.551202205381 64.829698729703),-75.551202205381,64.829698729703
2018,UT,Utah,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.388762789235098,6.912742820493176,12.097194840344308,Disability Type,Mobility Disability,Sex,Male,POINT (-82.536747807921 63.162445882093),-82.536747807921,63.162445882093
2018,GU,Guam,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,2.4265969771742024,6.775310802462011,12.175076628114068,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.653979995555 62.356936538965),-76.653979995555,62.356936538965
2018,NM,New Mexico,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.6054978451748854,6.222576268071369,11.933003285446238,Disability Status,No Disability,Sex,Male,POINT (-78.484600376375 52.186899652087),-78.484600376375,52.186899652087
2018,VA,Virginia,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.33729074083249,5.41610040220442,11.862934239289766,Disability Type,Mobility Disability,Sex,Female,POINT (-79.520368442025 40.425492360857),-79.520368442025,40.425492360857
2018,HI,Hawaii,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.45898767581001,4.31748811353631,9.171495588152615,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-80.525402673975 57.232145703376),-80.525402673975,57.232145703376
2018,HHS10,HHS Region 10,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.40452517175483,3.912023005428146,10.167773047181512,Disability Type,Hearing Disability,Age Group,65+,POINT (-75.119028576782 57.758378830623),-75.119028576782,57.758378830623
2018,IL,Illinois,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.9357395320454622,3.9512437185814275,11.428282190901124,Disability Type,Hearing Disability,Race/Ethnicity,Hispanic,POINT (-80.504555651838 40.398044923038),-80.504555651838,40.398044923038
2018,ID,Idaho,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.417635062141249,3.7612001156935624,10.171451494121806,Disability Status,Any Disability,Age Group,21-35,POINT (-72.653112952937 55.701340481445),-72.653112952937,55.701340481445
2018,MA,Massachusetts,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.072439726834051,5.53338948872752,12.436108391014105,Disability Type,Cognitive Disability,Age Group,25-44,POINT (-74.480106685946 55.800348829526),-74.480106685946,55.800348829526
2018,LA,Louisiana,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.4953553199808844,6.71174039505618,13.31897566684807,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.809373603349 56.070577697623),-85.809373603349,56.070577697623
2018,HI,Hawaii,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.6635616461296463,6.606650186198215,11.729720909624259,Disability Status,No Disability,Sex,Male,POINT (-79.206538223346 51.429434284981),-79.206538223346,51.429434284981
2018,HHS5,HHS Region 5,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.368181227851829,6.100318952020064,12.707502264775762,Disability Type,Vision Disability,Sex,Male,POINT (-89.875456115184 47.125905268327),-89.875456115184,47.125905268327
2018,HHS1,HHS Region 1,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.353406717825807,4.1588830833596715,10.431789570603355,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.000798760120 41.870073249024),-77.00079876012,41.870073249024
2018,FL,Florida,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.4520190064939165,7.216709486709457,14.174071322624819,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-79.614623858878 46.840385046056),-79.614623858878,46.840385046056
2018,CT,Connecticut,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,2.833213344056216,4.060443010546419,9.583420019940192,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-71.199222721002 42.375470829122),-71.199222721002,42.375470829122
2018,PR,Puerto Rico,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.180522258463153,6.298949246855942,12.52306713064878,Disability Status,Any Disability,Sex,Female,POINT (-81.865118080544 44.434165411465),-81.865118080544,44.434165411465
2018,AR,Arkansas,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.720862499966987,5.056245805348308,11.469600340231855,Disability Type,Cognitive Disability,Age Group,25-44,POINT (-81.317928702089 46.612526290478),-81.317928702089,46.612526290478
2018,HHS4,HHS Region 4,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.235554730773624,8.13622555490846,15.15505418635994,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.951202893589 42.838955016332),-92.951202893589,42.838955016332
2018,HI,Hawaii,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,1.9777019822502944,5.529304794663588,12.086815620685178,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.172058036669 49.654523902362),-78.172058036669,49.654523902362
2018,SC,South Carolina,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.1972245773362196,5.66988092298052,11.130126527360975,Disability Type,Hearing Disability,Age Group,25-44,POINT (-70.810501396838 60.986327585399),-70.810501396838,60.986327585399
2018,NH,New Hampshire,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,2.675458203323832,6.4490952589189465,13.33282868566299,Disability Type,Hearing Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-84.585625960280 51.303063708827),-84.58562596028,51.303063708827
2018,HHS1,HHS Region 1,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.504244267398131,6.320768294250582,12.00833486708123,Disability Status,Any Disability,Age Group,36-50,POINT (-69.255422774132 49.947218035499),-69.255422774132,49.947218035499
2018,KS,Kansas,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,4.089332020398556,6.331501849893691,11.555582574636208,Disability Status,Any Disability,Age Group,45-64,POINT (-76.231624762458 54.946432411468),-76.231624762458,54.946432411468
2018,HHS8,HHS Region 8,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.929862923556477,7.122866658599083,12.700241309196999,Disability Type,Cognitive Disability,Sex,Female,POINT (-75.676893173203 56.142847738925),-75.676893173203,56.142847738925
2018,HHS9,HHS Region 9,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.919991175077323,8.172729104865471,15.471516548514611,Disability Status,No Disability,Sex,Female,POINT (-80.976659554114 58.614451947648),-80.976659554114,58.614451947648
2018,PR,Puerto Rico,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.3945083935113587,3.7376696182833684,10.216471807850127,Disability Status,Any Disability,Age Group,21-35,POINT (-88.529237806451 41.728839460544),-88.529237806451,41.728839460544
2018,KS,Kansas,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.4242626545931514,3.2188758248682006,9.515395652485308,Disability Status,Any Disability,Age Group,18-24,POINT (-82.191377951911 55.607449305645),-82.191377951911,55.607449305645
2018,MN,Minnesota,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.686376323895818,6.192362489474872,11.626075562902884,Disability Status,Any Disability,Age Group,45-64,POINT (-75.329721425944 62.075741891356),-75.329721425944,62.075741891356
2018,TX,Texas,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.4719664525503626,4.418840607796598,11.86306811988961,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-93.195400912167 62.126672503885),-93.195400912167,62.126672503885
2018,AL,Alabama,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.1713056033582285,6.129050210060545,12.675291591992883,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.377526314492 51.285618384832),-92.377526314492,51.285618384832
2018,HHS5,HHS Region 5,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.7376696182833684,6.4457198193855785,13.505038761281133,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-78.839223460279 44.895862260827),-78.839223460279,44.895862260827
2018,IA,Iowa,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.3294166844015844,5.537334267018537,11.158505120368373,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-81.075448472657 54.203714196203),-81.075448472657,54.203714196203
2018,NH,New Hampshire,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,2.00524521142861,6.761954448881697,11.651387325172696,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-70.650816796030 45.290629908011),-70.65081679603,45.290629908011
2018,OH,Ohio,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.970291913552122,6.1675164908883415,12.755502446276227,Disability Type,Mobility Disability,Age Group,18-24,POINT (-86.285146277116 40.187066188893),-86.285146277116,40.187066188893
2018,RI,Rhode Island,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,2.91235066461494,3.7376696182833684,9.483416292038601,Disability Status,No Disability,Age Group,21-35,POINT (-91.871953393616 39.861462445022),-91.871953393616,39.861462445022
2018,ME,Maine,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.2512917986064953,4.634728988229636,9.186252576447092,Disability Type,Independent Living Disability,Sex,Male,POINT (-69.399211208707 54.366579642249),-69.399211208707,54.366579642249
2018,HHS2,HHS Region 2,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.051784947803305,7.443663683115591,13.855049489711417,Disability Status,Any Disability,Sex,Male,POINT (-75.918168108171 64.166086744051),-75.918168108171,64.166086744051
2018,HHS9,HHS Region 9,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,1.9740810260220096,7.500529485395295,14.57242658854095,Disability Type,Independent Living Disability,Age Group,20-44,POINT (-70.937869699949 59.116254464693),-70.937869699949,59.116254464693
2018,NM,New Mexico,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.01096295328305,5.796057750765372,11.36619882529906,Disability Status,Any Disability,Sex,Female,POINT (-71.046604949068 58.727461170385),-71.046604949068,58.727461170385
2018,HHS9,HHS Region 9,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.4595888418037104,6.102558594613569,12.82736124523475,Disability Type,Cognitive Disability,Sex,Male,POINT (-84.724734119723 53.556888668947),-84.724734119723,53.556888668947
2018,ME,Maine,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.382026634673881,4.07753744390572,9.107310471656639,Disability Type,Vision Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.511751833028 46.172102294212),-75.511751833028,46.172102294212
2018,NH,New Hampshire,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,4.448811232185919,6.602339213833923,12.861000222597953,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-75.526702269638 53.889472155566),-75.526702269638,53.889472155566
2018,VT,Vermont,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,2.022576746087848,6.321253943339374,12.818569341525658,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-74.191442714436 64.516801570768),-74.191442714436,64.516801570768
2018,HHS3,HHS Region 3,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.9589065913269965,7.7886260656250315,13.803667707424909,Disability Status,Any Disability,Age Group,45-64,POINT (-86.418317021945 39.755625622534),-86.418317021945,39.755625622534
2018,GU,Guam,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.294560608892605,4.77912349311153,8.389359819906353,Disability Status,No Disability,Age Group,51-65,POINT (-77.817460210605 58.687072744754),-77.817460210605,58.687072744754
2018,ID,Idaho,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.468099531471619,6.135564891081739,11.731402143353733,Disability Type,Mobility Disability,Age Group,65+,POINT (-90.602651387407 54.945905310429),-90.602651387407,54.945905310429
2018,ND,North Dakota,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.3551216026285258,7.023359661426112,13.104497587039909,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-77.300528463875 52.662863318963),-77.300528463875,52.662863318963
2018,KY,Kentucky,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.2300144001592104,4.442651256490317,10.404293143019792,Disability Type,Independent Living Disability,Age Group,65+,POINT (-92.672921314848 63.981868699566),-92.672921314848,63.981868699566
2018,MA,Massachusetts,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.354141431184346,8.392310009269547,15.129671496224276,Disability Status,No Disability,Sex,Male,POINT (-88.420818876217 50.857684483850),-88.420818876217,50.85768448385
2018,AL,Alabama,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.268297869345539,5.075173815233827,11.04117631318603,Disability Status,Any Disability,Age Group,51-65,POINT (-81.939183397442 41.736670679585),-81.939183397442,41.736670679585
2018,PR,Puerto Rico,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,2.8678989020441064,4.204692619390966,10.055435808808186,Disability Type,Mobility Disability,Sex,Female,POINT (-76.778291780902 46.757558784196),-76.778291780902,46.757558784196
2018,CO,Colorado,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.104586678466073,3.8918202981106265,10.198430699466112,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-80.459650351862 58.730004643073),-80.459650351862,58.730004643073
2018,AL,Alabama,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.1728476237100445,3.871201010907891,10.117388522483406,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-87.688929790030 61.286043944995),-87.68892979003,61.286043944995
2018,MO,Missouri,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,4.174387269895637,6.0014148779611505,12.631425344645262,Disability Status,Any Disability,Age Group,45-64,POINT (-84.392289220450 60.281849332699),-84.39228922045,60.281849332699
2018,SC,South Carolina,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.832979798087693,6.156978985585555,12.187496166207234,Disability Status,Any Disability,Sex,Female,POINT (-69.770855721614 46.551843908629),-69.770855721614,46.551843908629
2018,NE,Nebraska,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.062165663857866,4.23410650459726,9.880065382591635,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.872929549919 54.202811552382),-89.872929549919,54.202811552382
2018,NC,North Carolina,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,2.484292234303204,6.6764348371197135,12.71188278758352,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.809218205127 45.680642659911),-84.809218205127,45.680642659911
2018,HHS10,HHS Region 10,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.7400477406883357,6.52795791762255,12.60582144664223,Disability Type,Mobility Disability,Age Group,18-44,POINT (-85.080713300641 56.748797106645),-85.080713300641,56.748797106645
2018,MT,Montana,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.4341764124656544,6.968080977488809,12.106746935929706,Disability Status,Any Disability,Age Group,18-24,POINT (-93.244675012114 58.365595495015),-93.244675012114,58.365595495015
2018,TX,Texas,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.359269647551265,6.234410725718371,14.202159751814799,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-72.782358843279 45.590767819999),-72.782358843279,45.590767819999
2018,NM,New Mexico,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,4.019980146933238,4.442651256490317,9.881855252409014,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-82.424903119122 48.637764591857),-82.424903119122,48.637764591857
2018,UT,Utah,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.529297384289471,3.970291913552122,9.804992305787028,Disability Status,Any Disability,Age Group,21-35,POINT (-89.490482806743 42.240360214154),-89.490482806743,42.240360214154
2018,ND,North Dakota,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.368181227851829,5.176149732573829,10.813196673044729,Disability Status,No Disability,Age Group,21-35,POINT (-71.166279882716 55.318954697421),-71.166279882716,55.318954697421
2018,PA,Pennsylvania,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.6375861597263857,3.332204510175204,11.465330586162544,Disability Status,Any Disability,Age Group,18-24,POINT (-91.271377749327 48.351803314351),-91.271377749327,48.351803314351
2018,HHS10,HHS Region 10,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.032469158504013,8.035926369891792,14.290518519624857,Disability Status,No Disability,Sex,Female,POINT (-88.413222393166 41.647782533453),-88.413222393166,41.647782533453
2018,NJ,New Jersey,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.828641396489095,4.718498871295094,12.374988073741212,Disability Status,Any Disability,Sex,Male,POINT (-71.910635705117 52.298970334100),-71.910635705117,52.2989703341
2018,HHS6,HHS Region 6,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.100989104940769,8.507344855361422,15.39028207457983,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-81.594400444231 42.446902242384),-81.594400444231,42.446902242384
2018,HHS4,HHS Region 4,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.8501476017100584,8.044947049617722,14.587894429145575,Disability Type,Mobility Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-70.078969435708 49.041199909483),-70.078969435708,49.041199909483
2018,HI,Hawaii,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.2925347571405443,5.003946305945459,9.848925764543445,Disability Type,Hearing Disability,Sex,Female,POINT (-80.418645881142 57.116085275436),-80.418645881142,57.116085275436
2018,FL,Florida,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,2.7212954278522306,4.31748811353631,11.930134673702145,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-76.487625454930 54.795954461623),-76.48762545493,54.795954461623
2018,AL,Alabama,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,3.4372078191851885,4.532599493153256,11.282807649918682,Disability Status,Any Disability,Age Group,25-44,POINT (-89.940074702924 47.772690723923),-89.940074702924,47.772690723923
2018,KS,Kansas,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.58351893845611,3.295836866004329,8.921057018157429,Disability Type,Vision Disability,Sex,Female,POINT (-87.588521177787 61.571162878275),-87.588521177787,61.571162878275
2018,RI,Rhode Island,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,2.3687004190097025,6.751905539872568,11.633612018031855,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-74.657129265324 54.954940724255),-74.657129265324,54.954940724255
2018,KS,Kansas,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.185098925490565,7.397561535524052,12.86263882582712,Disability Status,No Disability,Sex,Female,POINT (-84.114089119914 39.851075905254),-84.114089119914,39.851075905254
2018,NV,Nevada,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,3.535145354171894,4.2626798770413155,10.876838915691895,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-78.667329165451 44.767700306168),-78.667329165451,44.767700306168
