Rowid,Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
,2018,CT,Connecticut,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,66.8,66.8,,,61.3,71.8,267,105063,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,9,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2018,AK,Alaska,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,UTDCERV,,2,YESNO01,PREV,DISSTAT,NODIS,RACE,HIS
,2018,HHS4,HHS Region 4,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,47.5,47.5,,,45.5,49.6,3799,2856242,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,83,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2018,WI,Wisconsin,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,PREVENT,UTDCERV,,55,YESNO02,PREV,DISTYPE,VISDIS,,
,2018,MS,Mississippi,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,25.2,25.2,,,14.8,39.5,17,6986,Disability Type,Hearing Disability,,,PREVENT,UTDCERV,,28,YESNO02,PREV,DISTYPE,HEARDIS,,
,2018,VT,Vermont,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,14.9,14.9,,,9.4,22.9,26,1477,Disability Type,Mobility Disability,,,PREVENT,UTDCERV,,50,YESNO02,PREV,DISTYPE,MOBDIS,,
,2018,OH,Ohio,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,PREVENT,UTDCERV,,39,YESNO01,PREV,DISSTAT,DISABL,RACE,HIS
,2018,HHS7,HHS Region 7,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,55.6,55.6,,,53.6,57.5,4218,1473778,Disability Status,No Disability,Age Group,25-44,HLTHRB,TESTEVER,,86,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE05
,2018,HHS10,HHS Region 10,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,76.7,76.7,,,71,81.6,356,253861,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",PREVENT,UTDCERV,,89,YESNO01,PREV,DISSTAT,NODIS,RACE,MRC
,2018,WI,Wisconsin,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,79.5,79.5,,,70.8,86.1,167,165154,Disability Status,Any Disability,,,PREVENT,UTDCERV,,55,YESNO01,PREV,DISSTAT,DISABL,,
,2018,OH,Ohio,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,71.7,71.7,,,69.3,73.9,2217,1393325,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,39,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2018,OH,Ohio,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,83.9,83.9,,,81.3,86.2,1774,1370177,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,UTDCERV,,39,YESNO01,PREV,DISSTAT,NODIS,RACE,WHT
,2018,RI,Rhode Island,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,38.4,38.4,,,29.2,48.5,66,10830,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,TESTEVER,,44,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2018,NM,New Mexico,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,24.2,24.2,,,17.4,32.6,60,10900,Disability Status,Any Disability,Age Group,51-65,PREVENT,UTDCERV,,35,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE09
,2018,KS,Kansas,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,81.6,81.6,,,78.2,84.5,588,95498,Disability Status,No Disability,Age Group,51-65,PREVENT,UTDCERV,,20,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE09
,2018,TN,Tennessee,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,77.1,77.1,,,67.4,84.6,148,172995,Disability Type,Cognitive Disability,,,PREVENT,UTDCERV,,47,YESNO01,PREV,DISTYPE,COGDIS,,
,2018,SC,South Carolina,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,84.7,84.7,,,80.3,88.3,382,308492,Disability Status,No Disability,Age Group,21-35,PREVENT,UTDCERV,,45,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE07
,2018,IA,Iowa,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,29.9,29.9,,,20.7,41,25,14059,Disability Status,Any Disability,Age Group,18-24,HLTHRB,TESTEVER,,19,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE04
,2018,HHS9,HHS Region 9,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,42.8,42.8,,,38.3,47.4,811,898912,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,88,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2018,OK,Oklahoma,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,27.5,27.5,,,17.5,40.3,19,18393,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,UTDCERV,,40,YESNO02,PREV,DISSTAT,NODIS,RACE,HIS
,2018,DE,Delaware,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,34.9,34.9,,,23.5,48.4,39,10032,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,10,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2018,HHS4,HHS Region 4,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,77.3,77.3,,,75.2,79.4,3389,2838493,Disability Status,Any Disability,,,PREVENT,UTDCERV,,83,YESNO01,PREV,DISSTAT,DISABL,,
,2018,SC,South Carolina,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,20.3,20.3,,,16.2,25,125,55436,Disability Status,Any Disability,,,PREVENT,UTDCERV,,45,YESNO02,PREV,DISSTAT,DISABL,,
,2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.9,11.9,,,9.3,15.1,187,39587,Disability Type,Mobility Disability,,,DISEST,VETIND,,19,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
,2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,17.5,17.5,,,14.3,21.2,196,84381,Disability Type,Mobility Disability,,,DISEST,VETIND,,40,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
,2018,NH,New Hampshire,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,68.1,68.1,,,54.8,79,52,13305,Disability Type,Vision Disability,,,HLTHRB,TESTEVER,,33,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
,2018,SD,South Dakota,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,21,21,,,16.3,26.7,141,25763,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,UTDCERV,,46,YESNO02,PREV,DISSTAT,NODIS,RACE,WHT
,2018,SD,South Dakota,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,85.3,85.3,,,69.1,93.8,70,7299,Disability Status,Any Disability,Age Group,36-50,PREVENT,UTDCERV,,46,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE08
,2018,MO,Missouri,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,PREVENT,UTDCERV,,29,YESNO02,PREV,DISTYPE,HEARDIS,,
,2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.6,11.6,,,9.6,13.9,535,135911,Disability Type,Cognitive Disability,,,DISEST,VETIND,,86,VET1,AGEADJPREV,DISTYPE,COGDIS,,
,2018,WV,West Virginia,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,75.2,75.2,,,64.3,83.6,81,25423,Disability Status,Any Disability,Age Group,36-50,PREVENT,UTDCERV,,54,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE08
,2018,IN,Indiana,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,37.9,37.9,,,27.3,50,39,37359,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,18,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2018,NC,North Carolina,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,62.3,62.3,,,55.9,68.3,266,451849,Disability Status,Any Disability,Sex,Female,HLTHRB,TESTEVER,,37,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,69.9,69.9,,,66.3,73.3,922,61323,Disability Status,No Disability,,,DISEST,VETIND,,66,VET2,AGEADJPREV,DISSTAT,NODIS,,
,2018,GA,Georgia,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,75.9,75.9,,,64.5,84.4,92,100222,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",PREVENT,UTDCERV,,13,YESNO01,PREV,DISSTAT,NODIS,RACE,MRC
,2018,AR,Arkansas,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,51.2,51.2,,,44.5,57.8,132,95320,Disability Status,Any Disability,Sex,Male,HLTHRB,TESTEVER,,5,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2018,HHS1,HHS Region 1,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,19.7,19.7,,,15.7,24.3,266,49823,Disability Status,Any Disability,Age Group,51-65,PREVENT,UTDCERV,,80,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE09
,2018,NC,North Carolina,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,56.1,56.1,,,52.3,59.8,547,940415,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,37,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2018,PA,Pennsylvania,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,27.3,27.3,,,16.9,41.1,28,56298,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,42,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2018,MI,Michigan,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,39.4,39.4,,,37,41.7,928,653954,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,26,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2018,HHS3,HHS Region 3,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,90.7,90.7,,,88.7,92.4,3048,1665564,Disability Status,No Disability,Age Group,36-50,PREVENT,UTDCERV,,82,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE08
,2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,3.4,3.4,,,3,3.9,405,928987,Disability Type,Self-care Disability,,,DISEST,VETIND,,6,VET2,AGEADJPREV,DISTYPE,SELFDIS,,
,2018,ND,North Dakota,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,18.2,18.2,,,14.7,22.1,157,24294,Disability Status,No Disability,,,PREVENT,UTDCERV,,38,YESNO02,PREV,DISSTAT,NODIS,,
,2018,FL,Florida,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,55.9,55.9,,,52.5,59.3,1571,2277284,Disability Status,No Disability,Sex,Female,HLTHRB,TESTEVER,,12,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2018,CT,Connecticut,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,35.3,35.3,,,28.2,43.2,83,46631,Disability Status,Any Disability,Age Group,25-44,HLTHRB,TESTEVER,,9,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE05
,2018,HHS1,HHS Region 1,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,57.3,57.3,,,50.8,63.5,499,122740,Disability Type,Hearing Disability,,,HLTHRB,TESTEVER,,80,YESNO01,AGEADJPREV,DISTYPE,HEARDIS,,
,2018,PA,Pennsylvania,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,86.5,86.5,,,76.5,92.7,98,156620,Disability Status,Any Disability,Age Group,36-50,PREVENT,UTDCERV,,42,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE08
,2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,28.5,28.5,,,25.4,31.7,2113,378434,Disability Status,Any Disability,,,DISEST,VETIND,,80,VET1,AGEADJPREV,DISSTAT,DISABL,,
,2018,LA,Louisiana,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,64.3,64.3,,,60.6,67.8,702,386431,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,22,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2018,HHS1,HHS Region 1,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,64.3,64.3,,,62.8,65.7,7686,1811419,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,80,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2018,VA,Virginia,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",PREVENT,UTDCERV,,51,YESNO02,PREV,DISSTAT,NODIS,RACE,MRC
,2018,NV,Nevada,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",PREVENT,UTDCERV,,32,YESNO02,PREV,DISSTAT,DISABL,RACE,BLK
,2018,HHS6,HHS Region 6,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,82.4,82.4,,,79.8,84.7,4817,5696547,Disability Status,No Disability,,,PREVENT,UTDCERV,,85,YESNO01,PREV,DISSTAT,NODIS,,
,2018,CO,Colorado,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,49.4,49.4,,,44.5,54.3,260,151518,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,8,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2018,NM,New Mexico,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,14.7,14.7,,,11,19.4,68,16010,Disability Status,No Disability,Age Group,36-50,PREVENT,UTDCERV,,35,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE08
,2018,TN,Tennessee,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,UTDCERV,,47,YESNO02,PREV,DISSTAT,NODIS,RACE,HIS
,2018,NE,Nebraska,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,84.2,84.2,,,82.1,86.1,2441,284789,Disability Status,No Disability,,,PREVENT,UTDCERV,,31,YESNO01,PREV,DISSTAT,NODIS,,
,2018,AZ,Arizona,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,69.7,69.7,,,58.1,79.3,147,103733,Disability Type,Cognitive Disability,,,PREVENT,UTDCERV,,4,YESNO01,PREV,DISTYPE,COGDIS,,
,2018,VT,Vermont,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,73.5,73.5,,,64.7,80.7,147,8528,Disability Status,Any Disability,Age Group,51-65,PREVENT,UTDCERV,,50,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE09
,2018,ME,Maine,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,PREVENT,UTDCERV,,23,YESNO02,PREV,DISTYPE,HEARDIS,,
,2018,LA,Louisiana,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,59.3,59.3,,,54.9,63.5,501,492338,Disability Status,No Disability,Age Group,25-44,HLTHRB,TESTEVER,,22,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE05
,2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,9.8,9.8,,,9.1,10.4,1477,506235,Disability Type,Mobility Disability,,,DISEST,VETIND,,53,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
,2018,DC,District of Columbia,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,67.2,67.2,,,63.6,70.6,675,118114,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,11,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2018,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,8,8,,,7.1,9,434,231844,Disability Type,Hearing Disability,,,DISEST,VETIND,,72,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
,2018,NM,New Mexico,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,76.2,76.2,,,68.2,82.7,144,34819,Disability Type,Mobility Disability,,,PREVENT,UTDCERV,,35,YESNO01,PREV,DISTYPE,MOBDIS,,
,2018,HHS5,HHS Region 5,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,49.6,49.6,,,48.2,51,4734,4925561,Disability Status,No Disability,Age Group,25-44,HLTHRB,TESTEVER,,84,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE05
,2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,3.8,3.8,,,3.5,4.3,1665,421795,Disability Type,Vision Disability,,,DISEST,VETIND,,80,VET2,AGEADJPREV,DISTYPE,VISDIS,,
,2018,CA,California,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,58.5,58.5,,,52.1,64.7,360,833105,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,6,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2018,AL,Alabama,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,60.8,60.8,,,55.7,65.6,416,248930,Disability Status,Any Disability,Sex,Female,HLTHRB,TESTEVER,,1,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.2,5.2,,,4.5,6,1069,857409,Disability Type,Hearing Disability,,,DISEST,VETIND,,12,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
,2018,GU,Guam,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,UTDCERV,,66,YESNO02,PREV,DISSTAT,DISABL,RACE,WHT
,2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,27.6,27.6,,,21.8,34.2,381,30644,Disability Status,Any Disability,,,DISEST,VETIND,,46,VET1,AGEADJPREV,DISSTAT,DISABL,,
,2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,14.6,14.6,,,13.4,15.9,2182,1238954,Disability Type,Mobility Disability,,,DISEST,VETIND,,83,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
,2018,MD,Maryland,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,65.5,65.5,,,62.8,68,1424,771129,Disability Status,No Disability,Age Group,25-44,HLTHRB,TESTEVER,,24,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE05
,2018,WA,Washington,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,22.8,22.8,,,12.4,38,14,7064,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",PREVENT,UTDCERV,,53,YESNO02,PREV,DISSTAT,DISABL,RACE,MRC
,2018,KY,Kentucky,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,16,16,,,11.7,21.5,66,33955,Disability Status,No Disability,Age Group,36-50,PREVENT,UTDCERV,,21,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE08
,2018,HHS3,HHS Region 3,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,26.2,26.2,,,23.4,29.2,539,553169,Disability Status,No Disability,Age Group,18-24,HLTHRB,TESTEVER,,82,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE04
,2018,NM,New Mexico,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,35,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,26.2,26.2,,,25.3,27.1,11274,6132293,Disability Status,Any Disability,,,DISEST,VETIND,,81,VET2,AGEADJPREV,DISSTAT,DISABL,,
,2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.1,9.1,,,7.8,10.6,946,487669,Disability Type,Hearing Disability,,,DISEST,VETIND,,85,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
,2018,ID,Idaho,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,52.1,52.1,,,37.1,66.7,41,18814,Disability Type,Hearing Disability,,,HLTHRB,TESTEVER,,16,YESNO01,AGEADJPREV,DISTYPE,HEARDIS,,
,2018,HHS1,HHS Region 1,BRFSS,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,85.4,85.4,,,80.1,89.4,945,246849,Disability Type,Mobility Disability,,,PREVENT,UTDCERV,,80,YESNO01,PREV,DISTYPE,MOBDIS,,
,2018,HHS8,HHS Region 8,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,43.4,43.4,,,40,46.9,666,194446,Disability Status,Any Disability,Age Group,25-44,HLTHRB,TESTEVER,,87,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE05
